generic_name	cns_drug	smiles
Inulin	FALSE	OC[C@H]1O[C@@](CO)(OC[C@@]2(OC[C@@]3(OC[C@@]4(OC[C@@]5(OC[C@@]6(OC[C@@]7(OC[C@@]8(OC[C@@]9(OC[C@@]%10(OC[C@@]%11(OC[C@@]%12(OC[C@@]%13(OC[C@@]%14(OC[C@@]%15(OC[C@@]%16(OC[C@@]%17(OC[C@@]%18(OC[C@@]%19(OC[C@@]%20(OC[C@@]%21(OC[C@@]%22(OC[C@@]%23(OC[C@@]%24(OC[C@@]%25(OC[C@@]%26(OC[C@@]%27(OC[C@@]%28(OC[C@@]%29(OC[C@@]%30(OC[C@@]%31(OC[C@@]%32(OC[C@@]%33(OC[C@@]%34(OC[C@@]%35(OC[C@@]%36(OC[C@@]%37(O[C@H]%38O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%38O)O[C@H](CO)[C@@H](O)[C@@H]%37O)O[C@H](CO)[C@@H](O)[C@@H]%36O)O[C@H](CO)[C@@H](O)[C@@H]%35O)O[C@H](CO)[C@@H](O)[C@@H]%34O)O[C@H](CO)[C@@H](O)[C@@H]%33O)O[C@H](CO)[C@@H](O)[C@@H]%32O)O[C@H](CO)[C@@H](O)[C@@H]%31O)O[C@H](CO)[C@@H](O)[C@@H]%30O)O[C@H](CO)[C@@H](O)[C@@H]%29O)O[C@H](CO)[C@@H](O)[C@@H]%28O)O[C@H](CO)[C@@H](O)[C@@H]%27O)O[C@H](CO)[C@@H](O)[C@@H]%26O)O[C@H](CO)[C@@H](O)[C@@H]%25O)O[C@H](CO)[C@@H](O)[C@@H]%24O)O[C@H](CO)[C@@H](O)[C@@H]%23O)O[C@H](CO)[C@@H](O)[C@@H]%22O)O[C@H](CO)[C@@H](O)[C@@H]%21O)O[C@H](CO)[C@@H](O)[C@@H]%20O)O[C@H](CO)[C@@H](O)[C@@H]%19O)O[C@H](CO)[C@@H](O)[C@@H]%18O)O[C@H](CO)[C@@H](O)[C@@H]%17O)O[C@H](CO)[C@@H](O)[C@@H]%16O)O[C@H](CO)[C@@H](O)[C@@H]%15O)O[C@H](CO)[C@@H](O)[C@@H]%14O)O[C@H](CO)[C@@H](O)[C@@H]%13O)O[C@H](CO)[C@@H](O)[C@@H]%12O)O[C@H](CO)[C@@H](O)[C@@H]%11O)O[C@H](CO)[C@@H](O)[C@@H]%10O)O[C@H](CO)[C@@H](O)[C@@H]9O)O[C@H](CO)[C@@H](O)[C@@H]8O)O[C@H](CO)[C@@H](O)[C@@H]7O)O[C@H](CO)[C@@H](O)[C@@H]6O)O[C@H](CO)[C@@H](O)[C@@H]5O)O[C@H](CO)[C@@H](O)[C@@H]4O)O[C@H](CO)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O
Iobenguane	FALSE	NC(N)=NCC1=CC(I)=CC=C1
Iodipamide	FALSE	OC(=O)C1=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C(I)C=C1I
Iodixanol	FALSE	CC(=O)N(CC(O)CN(C(C)=O)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I
Ioflupane I 123	FALSE	COC(=O)[C@@H]1C2CCC(C[C@@H]1C1=CC=C(I)C=C1)N2CCCF
Iohexol	FALSE	CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I
Iophendylate	FALSE	CCOC(=O)CCCCCCCCC(C)C1=CC=CC=C1I
Ipratropium bromide	FALSE	[Br-].[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N@+]2(C)C(C)C
Irbesartan	FALSE	CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
Irinotecan	FALSE	CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=C1C=C(OC(=O)N1CCC(CC1)N1CCCCC1)C=C2
Iron	FALSE	[Fe]
Iron Dextran	FALSE	
Isocarboxazid	FALSE	CC1=CC(=NO1)C(=O)NNCC1=CC=CC=C1
Isoetharine	FALSE	CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1
Isoflurane	FALSE	FC(F)OC(Cl)C(F)(F)F
Isoflurophate	FALSE	CC(C)OP(F)(=O)OC(C)C
Isometheptene	TRUE	CNC(C)CCC=C(C)C
Isoniazid	FALSE	NNC(=O)C1=CC=NC=C1
Isopropamide	FALSE	CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C
Isoproterenol	FALSE	CC(C)NCC(O)C1=CC(O)=C(O)C=C1
Isosorbide Dinitrate	FALSE	[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O
Isosorbide Mononitrate	FALSE	[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O
Isothipendyl	FALSE	CC(CN1C2=CC=CC=C2SC2=C1N=CC=C2)N(C)C
Isotretinoin	FALSE	C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O
Isradipine	FALSE	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C
Itraconazole	FALSE	CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1
Ivacaftor	FALSE	CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C
Ivermectin	FALSE	CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)O[C@H]1[C@H](C)O[C@H](C[C@@H]1OC)O[C@H]1[C@@H](C)\C=C\C=C2/CO[C@@H]3[C@H](O)C(C)=C[C@@H](C(=O)O[C@H]4C[C@@H](C\C=C1/C)O[C@@]1(CC[C@H](C)[C@@H](C(C)C)O1)C4)[C@]23O.CC[C@@H](C)[C@H]1O[C@@]2(CC[C@@H]1C)O[C@@H]1C\C=C(C)\[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@@H](C)\C=C\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O[C@@H](C1)C2)[C@]34O
Ixabepilone	FALSE	C[C@H]1CCC[C@@]2(C)O[C@@]2([H])C[C@H](NC(=O)C[C@@H](O)C(C)(C)C(=O)[C@@H](C)[C@H]1O)C(\C)=C\C1=CSC(C)=N1
Josamycin	FALSE	CO[C@H]1[C@H](OC(=O)C)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)CC(C)C)[C@](C)(O)C2)[C@H](N(C)C)[C@H]1O
Kanamycin	FALSE	NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
Kaolin	FALSE	
Ketamine	FALSE	CNC1(CCCCC1=O)C1=CC=CC=C1Cl
Ketazolam	FALSE	CN1C2=C(C=C(Cl)C=C2)C2(OC(C)=CC(=O)N2CC1=O)C1=CC=CC=C1
Ketoconazole	FALSE	CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
Ketoprofen	TRUE	CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1
Ketorolac	TRUE	OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1
Ketotifen	FALSE	CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12
Kunecatechins	FALSE	
L-Alanine	FALSE	C[C@H](N)C(O)=O
L-Arginine	FALSE	N[C@@H](CCCNC(N)=N)C(O)=O
L-Asparagine	FALSE	N[C@@H](CC(N)=O)C(O)=O
L-Aspartic Acid	FALSE	N[C@@H](CC(O)=O)C(O)=O
L-Carnitine	FALSE	C[N+](C)(C)C[C@H](O)CC([O-])=O
L-Citrulline	FALSE	N[C@@H](CCCNC(N)=O)C(O)=O
L-Cysteine	FALSE	N[C@@H](CS)C(O)=O
L-Cystine	FALSE	N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O
L-Glutamic Acid	FALSE	N[C@@H](CCC(O)=O)C(O)=O
L-Glutamine	FALSE	N[C@@H](CCC(N)=O)C(O)=O
L-Histidine	FALSE	N[C@@H](CC1=CN=CN1)C(O)=O
L-Isoleucine	FALSE	CC[C@H](C)[C@H](N)C(O)=O
L-Leucine	FALSE	CC(C)C[C@H](N)C(O)=O
L-Lysine	FALSE	NCCCC[C@H](N)C(O)=O
L-Methionine	FALSE	CSCC[C@H](N)C(O)=O
L-Ornithine	FALSE	NCCC[C@H](N)C(O)=O
L-Phenylalanine	FALSE	N[C@@H](CC1=CC=CC=C1)C(O)=O
L-Proline	FALSE	OC(=O)[C@@H]1CCCN1
L-Serine	FALSE	N[C@@H](CO)C(O)=O
L-Threonine	FALSE	C[C@@H](O)[C@H](N)C(O)=O
L-Tryptophan	FALSE	N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O
L-Tyrosine	FALSE	N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
L-Valine	FALSE	CC(C)[C@H](N)C(O)=O
Labetalol	FALSE	CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1
Lacosamide	TRUE	COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1
Lactulose	FALSE	OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
Lamivudine	FALSE	NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1
Lamotrigine	TRUE	NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1
Lansoprazole	FALSE	CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1
Lapatinib	FALSE	CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1
Laronidase	FALSE	
Latamoxef	FALSE	[H][C@]12OCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C(C(O)=O)C1=CC=C(O)C=C1)OC)C(O)=O
Latanoprost	FALSE	CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1
Leflunomide	FALSE	CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F
Lenalidomide	FALSE	NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O
Lepirudin	FALSE	
Lercanidipine	FALSE	COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1
Letrozole	FALSE	N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N
Leucovorin	FALSE	NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(O)=O)C(O)=O)N2C=O)N1
Leuprolide	FALSE	
Levallorphan	FALSE	[H][C@@]12CCCC[C@@]11CCN(CC=C)[C@@H]2CC2=C1C=C(O)C=C2
Levamisole	FALSE	C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1
Levetiracetam	TRUE	CC[C@@H](N1CCCC1=O)C(N)=O
Levobunolol	FALSE	CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O
Levobupivacaine	FALSE	CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
Levocabastine	FALSE	C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)C1CCC(CC1)(C#N)C1=CC=C(F)C=C1
Levodopa	TRUE	N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O
Levofloxacin	FALSE	C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1
Levomethadyl Acetate	FALSE	CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
Levomilnacipran	FALSE	CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1
Levonordefrin	FALSE	C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1
Levonorgestrel	FALSE	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
Levorphanol	TRUE	[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2
Levosimendan	FALSE	C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1
Levothyroxine	FALSE	N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
Lidocaine	FALSE	CCN(CC)CC(=O)NC1=C(C)C=CC=C1C
Linaclotide	FALSE	[H][C@]1(CSSC[C@]2([H])NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CSSC[C@H](N)C(=O)N3)NC2=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
Linagliptin	FALSE	CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=C(C=CC=C3)C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1
Lincomycin	FALSE	[H][C@@]1(O[C@]([H])([C@H](NC(=O)C2C[C@@H](CCC)CN2C)[C@@H](C)O)[C@H](O)[C@H](O)[C@H]1O)SC
Lindane	FALSE	Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl
Linezolid	FALSE	CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1
Liothyronine	FALSE	N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O
Liotrix	FALSE	[Na+].[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C([O-])=O.N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C([O-])=O
Lipoic Acid	FALSE	OC(=O)CCCCC1CCSS1
Liraglutide	FALSE	
Lisdexamfetamine	TRUE	C[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCCN
Lisinopril	FALSE	NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O
Lisuride	FALSE	[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC
Lithium	TRUE	[Li+]
Lofexidine	FALSE	CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1
Lomefloxacin	FALSE	CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12
Lomitapide	FALSE	
Lomustine	FALSE	ClCCN(N=O)C(=O)NC1CCCCC1
Loperamide	FALSE	CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1
Lopinavir	FALSE	CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1
Loracarbef	FALSE	N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1
Loratadine	FALSE	CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
Lorazepam	TRUE	OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2
Lorcaserin	FALSE	
Lornoxicam	FALSE	CN1\C(=C(\O)NC2=CC=CC=N2)C(=O)C2=C(C=C(Cl)S2)S1(=O)=O
Losartan	FALSE	CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
Loteprednol	FALSE	[H][C@@]12CC[C@](O)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
Lovastatin	FALSE	[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC
Loxapine	TRUE	CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2
Lubiprostone	FALSE	[H][C@@]12CC(=O)[C@@H](CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC
Lucanthone	FALSE	CCN(CC)CCNC1=C2C(=O)C3=CC=CC=C3SC2=C(C)C=C1
Lucinactant	FALSE	
Lumefantrine	FALSE	CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1
Lumiracoxib	FALSE	CC1=CC(CC(O)=O)=C(NC2=C(F)C=CC=C2Cl)C=C1
Lurasidone	TRUE	O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC2=CC=CC=C12
Lutropin alfa	FALSE	
Lymecycline	FALSE	[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C(O)[C@H]2N(C)C
Magnesium oxide	FALSE	O=[Mg]
Magnesium salicylate	FALSE	[Mg++].OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O
Magnesium Sulfate	TRUE	[Mg++].[O-]S([O-])(=O)=O
Malathion	FALSE	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
Mannitol	FALSE	OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
Maprotiline	TRUE	CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21
Maraviroc	FALSE	[H][C@]12CC[C@]([H])(CC(C1)N1C(C)=NN=C1C(C)C)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1
Marimastat	FALSE	CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C
Masoprocol	FALSE	C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC1=CC(O)=C(O)C=C1
Mazindol	FALSE	OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1
Mebendazole	FALSE	COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1
Mecamylamine	FALSE	CNC1(C)C2CCC(C2)C1(C)C
Mecasermin	FALSE	
Mechlorethamine	FALSE	CN(CCCl)CCCl
Meclizine	TRUE	CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1
Meclofenamic acid	FALSE	CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1
Medroxyprogesterone	FALSE	[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C
Medrysone	FALSE	[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C
Mefenamic acid	TRUE	CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1
Mefloquine	FALSE	OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F
Megestrol	FALSE	[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@]12C
Melatonin	FALSE	COC1=CC2=C(NC=C2CCNC(C)=O)C=C1
Meloxicam	TRUE	CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O
Melphalan	FALSE	N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O
Memantine	TRUE	CC12CC3CC(C)(C1)CC(N)(C3)C2
Menadione	FALSE	CC1=CC(=O)C2=CC=CC=C2C1=O
Menotropins	FALSE	
Menthol	FALSE	CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
Mepenzolate	FALSE	C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
Meperidine	TRUE	CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
Mephentermine	FALSE	CNC(C)(C)CC1=CC=CC=C1
Mephenytoin	FALSE	CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1
Mepivacaine	FALSE	CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
Meprobamate	FALSE	CCCC(C)(COC(N)=O)COC(N)=O
Mepyramine	FALSE	COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1
Mequitazine	FALSE	C(C1CN2CCC1CC2)N1C2=CC=CC=C2SC2=CC=CC=C12
Mercaptopurine	FALSE	S=C1N=CNC2=C1NC=N2
Meropenem	FALSE	[H][C@]1([C@@H](C)O)C(=O)N2C(C(O)=O)=C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)[C@H](C)[C@]12[H]
Mesalazine	FALSE	NC1=CC(C(O)=O)=C(O)C=C1
Mesoridazine	FALSE	CN1CCCCC1CCN1C2=CC=CC=C2SC2=C1C=C(C=C2)S(C)=O
Mestranol	FALSE	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C=C3
Metaraminol	FALSE	C[C@H](N)[C@H](O)C1=CC(O)=CC=C1
Metaxalone	TRUE	CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1
Metformin	FALSE	CN(C)C(=N)NC(N)=N
Methacholine	FALSE	CC(C[N+](C)(C)C)OC(C)=O
Methacycline	FALSE	CN(C)[C@H]1[C@@H]2[C@@H](O)[C@@H]3C(=C)C4=C(C(O)=CC=C4)C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)C1=O
Methadone	TRUE	CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
Methadyl Acetate	FALSE	CCC(OC(C)=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
Methamphetamine	TRUE	CN[C@@H](C)CC1=CC=CC=C1
Methantheline	FALSE	CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12
Metharbital	FALSE	CCC1(CC)C(=O)NC(=O)N(C)C1=O
Methazolamide	FALSE	CN1N=C(S\C1=N/C(C)=O)S(N)(=O)=O
Methdilazine	FALSE	CN1CCC(CN2C3=CC=CC=C3SC3=CC=CC=C23)C1
Methimazole	FALSE	CN1C=CNC1=S
Methocarbamol	TRUE	COC1=CC=CC=C1OCC(O)COC(N)=O
Methohexital	FALSE	CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O
Methotrexate	FALSE	CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
Methotrimeprazine	FALSE	COC1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)CN(C)C)C=C1
Methoxamine	FALSE	COC1=CC(C(O)C(C)N)=C(OC)C=C1
Methoxsalen	FALSE	COC1=C2OC(=O)C=CC2=CC2=C1OC=C2
Methoxyflurane	FALSE	COC(F)(F)C(Cl)Cl
Methsuximide	TRUE	CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1
Methyclothiazide	FALSE	CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O
Methyl aminolevulinate	FALSE	COC(=O)CCC(=O)CN
Methyldopa	FALSE	C[C@](N)(CC1=CC(O)=C(O)C=C1)C(O)=O
Methylergonovine	FALSE	[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO
Methylnaltrexone	FALSE	[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CC[N+](C)(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O
Methylphenidate	TRUE	COC(=O)C(C1CCCCN1)C1=CC=CC=C1
Methylphenobarbital	FALSE	CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1
Methylprednisolone	FALSE	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
Methylscopolamine	FALSE	[Br-].[H][C@]12C[C@@H](C[C@@]([H])(C3OC13)[N+]2(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1
Methyltestosterone	FALSE	[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
Methyprylon	FALSE	CCC1(CC)C(=O)NCC(C)C1=O
Methysergide	FALSE	[H][C@@]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)NC(CC)CO
Meticillin	FALSE	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OC)C=CC=C1OC)C(O)=O
Metipranolol	FALSE	CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
Metixene	FALSE	CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1
Metoclopramide	FALSE	CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC
Metocurine	FALSE	[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3
Metocurine Iodide	FALSE	[I-].[I-].[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3
Metolazone	FALSE	CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O
Metoprolol	FALSE	COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
Metrizamide	FALSE	CN(C(C)=O)C1=C(I)C(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)=C(I)C(NC(C)=O)=C1I
